,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Manbij,36.5281,37.9549,2.43,65,28,1.85,SY,1646456948
355,Smidovich,48.6,133.8167,-4.81,93,100,10.34,RU,1646456993
356,Lábrea,-7.2586,-64.7981,21.83,99,100,0.73,BR,1646456993
357,Sohag,26.557,31.6948,15.57,34,96,0.83,EG,1646456994
358,Ilhabela,-23.7781,-45.3581,23.97,91,91,1.21,BR,1646456995
359,Nelson Bay,-32.7167,152.15,26.48,78,89,1.34,AU,1646456995
360,Byron Bay,-28.65,153.6167,27.15,79,49,2.89,AU,1646456781
361,Ialibu,-6.2821,143.9935,18.73,84,100,1.5,PG,1646456996
362,Nísia Floresta,-6.0911,-35.2086,24.45,91,73,2.09,BR,1646456996
363,Vanimo,-2.6741,141.3028,26.18,89,96,2.74,PG,1646456997
364,Saint-Augustin,51.226,-58.6502,-18.23,92,100,3.98,CA,1646456997
365,Mehamn,71.0357,27.8492,-4.36,81,100,3.34,NO,1646456998
366,Yar-Sale,66.8333,70.8333,-28.14,98,80,3.91,RU,1646456998
367,Río Cuarto,-33.1307,-64.3499,21.73,93,6,0.61,AR,1646456999
368,Krasnoborsk,61.5598,45.934,-12.93,91,86,2.48,RU,1646457000
369,Fuerte Olimpo,-21.0415,-57.8738,24.94,71,44,2.18,PY,1646457000
370,Souillac,-20.5167,57.5167,26.87,83,100,6.48,MU,1646457001
371,Kozhva,65.1073,57.0459,-24.73,96,79,4.46,RU,1646457001
372,Menongue,-14.6585,17.691,17.87,96,100,1.35,AO,1646457002
373,Fuyang,32.9,115.8167,16.82,24,82,5.2,CN,1646457003
374,Obo,5.3998,26.4869,23.18,55,35,1.54,CF,1646457003
375,Tegul'det,57.3064,88.1667,-4.57,88,100,3.74,RU,1646457004
376,Zhigansk,66.7697,123.3711,-16.92,89,100,5.33,RU,1646457004
377,Esmeralda,21.8525,-78.1169,22.58,80,14,5.03,CU,1646457005
378,Ilulissat,69.2167,-51.1,-2.99,36,41,3.6,GL,1646457006
379,Fernley,39.608,-119.2518,2.49,58,37,3.58,US,1646456870
380,Pitimbu,-7.4706,-34.8086,25.33,84,74,4.15,BR,1646457006
381,Sinnai,39.3042,9.2036,6.51,81,20,2.57,IT,1646457007
382,Cardston,49.2,-113.3019,-8.64,86,94,2.22,CA,1646456723
383,Baculin,7.4525,126.5842,26.39,88,100,3.21,PH,1646457007
384,Simpang,-1.2667,104.0833,28.8,77,100,1.74,ID,1646457008
385,Cotonou,6.3654,2.4183,26.07,78,99,2.96,BJ,1646457009
386,Gigmoto,13.7796,124.39,28.37,73,59,4.57,PH,1646457009
387,Wagar,16.1525,36.2032,22.39,74,27,4.79,SD,1646457010
388,Banda Aceh,5.5577,95.3222,28.17,75,97,6.16,ID,1646456720
389,Obihiro,42.9172,143.2044,-0.83,95,99,2.1,JP,1646456750
390,Husavik,66.0449,-17.3389,-3.05,82,44,6.77,IS,1646457011
391,Yuncheng,35.0231,110.9928,16.43,21,99,3.07,CN,1646457012
392,Cockburn Town,21.4612,-71.1419,24.91,79,3,12.76,TC,1646456860
393,Xaçmaz,41.4635,48.806,7.22,71,36,5.1,AZ,1646457013
394,Bayan,46.0833,127.4,-4.26,86,100,7.81,CN,1646457013
395,Geraldton,-28.7667,114.6,35.23,14,37,7.72,AU,1646457014
396,Bocaiúva,-17.1078,-43.815,19.57,89,70,1.95,BR,1646457014
397,Stade,53.6,9.4833,-2.4,85,8,2.15,DE,1646457015
398,Katsuura,35.1333,140.3,17.88,52,0,12.29,JP,1646457015
399,Havre-St-Pierre,50.2334,-63.5986,-16.81,88,60,2.93,CA,1646457016
400,Srīvardhan,18.0333,73.0167,31.46,29,0,2.83,IN,1646457016
401,Nioro,13.35,-15.75,22.79,9,55,3.27,GM,1646457017
402,Port Augusta,-32.5,137.7667,27.06,46,35,10.0,AU,1646457017
403,Águas Formosas,-17.0822,-40.9358,19.7,98,17,0.3,BR,1646457018
404,Ribeira Brava,32.65,-17.0667,14.5,60,62,2.91,PT,1646457019
405,Rambha,19.5167,85.1,30.54,36,70,0.32,IN,1646457020
406,Kawalu,-7.3817,108.2082,28.79,70,95,2.7,ID,1646457020
407,Serang,-6.1149,106.1502,31.63,67,96,4.53,ID,1646457021
408,Severnoye,56.3491,78.3619,-4.59,93,99,1.07,RU,1646457021
409,Coffs Harbour,-30.3,153.1333,25.0,88,100,3.14,AU,1646457022
410,Kosonsoy,41.2561,71.5508,12.31,39,100,2.74,UZ,1646457022
411,Káto Glykóvrysi,36.8333,22.7833,10.38,82,58,1.15,GR,1646457023
412,West Helena,34.5507,-90.6418,12.85,77,85,3.58,US,1646457024
413,Hambantota,6.1241,81.1185,29.25,66,89,1.23,LK,1646457024
414,Rocha,-34.4833,-54.3333,19.75,94,53,2.43,UY,1646456938
415,Longview,32.5007,-94.7405,18.94,76,100,4.12,US,1646457025
416,Vaasa,63.096,21.6158,-5.99,100,0,2.06,FI,1646457026
417,Flin Flon,54.7682,-101.865,-14.82,97,100,1.23,CA,1646457026
418,Hornepayne,49.2138,-84.7705,-15.67,98,100,1.55,CA,1646457027
419,Voyvozh,62.892,54.9635,-20.84,93,69,4.05,RU,1646457027
420,Esmeraldas,-19.7625,-44.3139,21.48,92,61,2.13,BR,1646456525
421,Shubarkuduk,49.1447,56.4872,0.35,97,100,9.35,KZ,1646457028
422,Devonport,-41.1667,146.35,26.16,76,54,2.66,AU,1646457029
423,Coquimbo,-29.9533,-71.3436,18.41,84,7,1.16,CL,1646456517
424,Sørland,67.667,12.6934,4.44,74,100,8.6,NO,1646457030
425,Windhoek,-22.5594,17.0832,13.39,49,0,1.62,NA,1646456811
426,Chhabra,24.6667,76.8333,24.88,24,0,3.49,IN,1646457030
427,Ossora,59.2353,163.0719,-9.99,84,100,2.88,RU,1646457031
428,Comodoro Rivadavia,-45.8667,-67.5,12.92,38,0,14.4,AR,1646457032
429,Dutse,11.7594,9.3392,22.99,11,100,3.08,NG,1646456893
430,Killybegs,54.6333,-8.45,3.55,68,10,2.01,IE,1646457032
431,Ambon City,-3.6954,128.1814,29.08,74,40,2.57,ID,1646456879
432,Abasolo,20.45,-101.5167,17.41,55,44,0.18,MX,1646457033
433,Ahipara,-35.1667,173.1667,22.96,57,77,4.65,NZ,1646457034
434,Ayan,56.45,138.1667,-6.46,64,71,1.64,RU,1646457034
435,Gobabis,-22.45,18.9667,16.82,24,0,3.3,NA,1646457035
436,Bulawayo,-20.15,28.5833,17.41,68,64,4.47,ZW,1646457035
437,Saurimo,-9.6608,20.3916,18.32,96,100,0.91,AO,1646457036
438,Lata,40.1629,-8.3327,3.96,93,72,0.66,PT,1646457037
439,Gladstone,-23.85,151.25,30.96,66,40,5.66,AU,1646457037
440,Olafsvik,64.8945,-23.7142,4.44,84,86,6.13,IS,1646457038
441,Arman',59.7,150.1667,-3.32,72,42,1.85,RU,1646457039
442,Imbituba,-28.24,-48.6703,25.46,95,17,3.42,BR,1646457039
443,Weligama,5.9667,80.4167,29.63,63,82,2.45,LK,1646457040
444,Ribnitz-Damgarten,54.25,12.4667,0.74,100,7,2.88,DE,1646457040
445,Iwaki,37.05,140.8833,13.38,67,9,2.24,JP,1646457041
446,Shakhtinsk,49.71,72.5872,-1.69,92,100,4.31,KZ,1646457041
447,Parabel',58.6978,81.4825,-17.76,92,88,2.0,RU,1646457042
448,Mersing,2.4312,103.8405,29.7,67,42,3.4,MY,1646457042
449,Ambulu,-8.345,113.6058,30.46,65,95,3.19,ID,1646457043
450,Anadyr,64.75,177.4833,-13.72,85,75,4.0,RU,1646457043
451,Manggar,-2.8833,108.2667,29.97,68,87,1.25,ID,1646457044
452,Usinsk,65.9939,57.5281,-26.35,97,31,4.44,RU,1646457045
453,Havøysund,70.9963,24.6622,-2.51,87,100,3.61,NO,1646457045
454,Quatre Cocos,-20.2078,57.7625,26.72,83,75,6.13,MU,1646457046
455,Killam,52.7834,-111.8518,-12.73,100,93,1.88,CA,1646457046
456,Bārmer,25.75,71.3833,25.63,23,0,2.9,IN,1646456831
457,Rochegda,62.8,43.25,-13.1,96,83,2.03,RU,1646457047
458,Palmer,42.1584,-72.3287,-7.08,72,0,0.0,US,1646457047
459,Nakonde,-9.3421,32.745,16.57,93,99,0.47,ZM,1646457047
460,Mangit,40.5971,70.9607,15.6,26,100,1.88,UZ,1646457048
461,Seymchan,62.8833,152.4333,-18.61,89,92,0.41,RU,1646457048
462,Mabama,-5.1333,32.5333,19.38,89,48,1.42,TZ,1646457049
463,Waipawa,-41.4122,175.5153,19.61,63,8,2.37,NZ,1646456758
464,Ixtapa,20.7,-105.2,21.24,83,0,0.45,MX,1646457049
465,Takoradze,4.8845,-1.7554,25.86,86,100,1.42,GH,1646457049
466,Chimbote,-9.0853,-78.5783,22.28,79,99,2.24,PE,1646457050
467,Apastovo,55.2029,48.5109,-4.83,94,100,6.35,RU,1646457050
468,Kismayo,-0.3582,42.5454,26.77,74,47,8.09,SO,1646457051
469,Zorritos,-3.6805,-80.6782,24.52,82,100,0.78,PE,1646457051
470,Umluj,25.0213,37.2685,20.45,52,70,2.93,SA,1646457052
471,Savannah Bight,16.45,-85.85,23.93,67,1,0.85,HN,1646457052
472,Diu,20.7141,70.9822,29.39,24,0,3.44,IN,1646457052
473,Letlhakeng,-24.0944,25.0298,20.3,77,80,3.97,BW,1646457053
474,Xinqing,48.2333,129.5,-4.58,81,100,3.72,CN,1646457053
475,Iskateley,67.6803,53.1512,-30.95,100,96,1.91,RU,1646457053
476,Vestmannaeyjar,63.4427,-20.2734,5.32,80,71,4.88,IS,1646457054
477,Along,28.1667,94.7667,26.26,35,78,0.38,IN,1646457054
478,Harper,4.375,-7.7169,25.99,88,23,3.24,LR,1646457054
479,Mabaruma,8.2,-59.7833,21.05,95,77,0.57,GY,1646457055
480,Pingliang,35.5392,106.6861,8.4,34,100,4.97,CN,1646457055
481,Nemuro,43.3236,145.575,0.43,78,76,5.26,JP,1646457056
482,Terrace,54.5163,-128.6035,-0.32,93,95,0.74,CA,1646457056
483,Bathsheba,13.2167,-59.5167,24.98,73,100,8.99,BB,1646457056
484,Bontang,0.1333,117.5,27.4,77,100,1.22,ID,1646456863
485,Mossamedes,-15.1961,12.1522,22.38,66,91,2.23,AO,1646457057
486,Kasongo-Lunda,-6.4667,16.8167,20.16,98,100,0.25,CD,1646457057
487,Codrington,-38.2667,141.9667,19.5,81,94,7.95,AU,1646457058
488,Shanghai,31.2222,121.4581,14.63,40,0,6.0,CN,1646457011
489,Scarborough,54.2797,-0.4044,4.69,89,100,2.68,GB,1646457058
490,The Valley,18.217,-63.0578,24.9,72,0,9.48,AI,1646457059
491,Dalipuga,8.3158,124.2547,27.55,74,84,3.09,PH,1646457059
492,Vilyuysk,63.7553,121.6247,-13.85,86,100,1.98,RU,1646457059
493,San Jose,37.3394,-121.895,8.05,66,40,4.12,US,1646457026
494,Egvekinot,66.3167,-179.1667,-20.65,87,31,6.02,RU,1646457060
495,Botevgrad,42.9,23.7833,-1.86,75,71,0.22,BG,1646457060
496,Constitución,-35.3333,-72.4167,13.08,72,0,4.37,CL,1646457061
497,Kapoeta,4.7717,33.5903,29.66,25,30,7.05,SS,1646457061
498,Berlevåg,70.8578,29.0864,-3.63,81,100,6.15,NO,1646457062
499,Chapais,49.7834,-74.8492,-14.94,92,100,3.82,CA,1646457062
500,Sabang,5.8933,95.3214,27.01,80,98,6.84,ID,1646457062
501,Grand-Santi,4.25,-54.3833,22.34,100,100,0.57,GF,1646457063
502,Great Falls,47.5002,-111.3008,-6.3,79,40,4.63,US,1646456523
503,Petropavlovsk-Kamchatskiy,53.0452,158.6483,0.33,55,40,3.0,RU,1646457064
504,Nianzishan,47.5167,122.8833,-2.2,49,8,8.41,CN,1646457065
505,Ulaanbaatar,47.9077,106.8832,-1.93,31,75,5.0,MN,1646456919
506,Kalisz,51.7611,18.091,-0.71,92,54,2.51,PL,1646457065
507,Gerāsh,27.6652,54.1371,17.77,43,80,0.69,IR,1646457066
508,Bambanglipuro,-7.95,110.2833,33.52,70,81,4.08,ID,1646457066
509,Richards Bay,-28.783,32.0377,22.62,80,16,2.8,ZA,1646457066
510,Point Pedro,9.8167,80.2333,27.49,70,100,7.39,LK,1646457067
511,Port Hardy,50.6996,-127.4199,5.98,85,9,7.3,CA,1646457067
512,Témiscaming,46.7212,-79.0971,-19.85,100,93,0.73,CA,1646456790
513,Ulverstone,-41.15,146.1667,26.27,84,58,2.11,AU,1646457068
514,Mogadishu,2.0371,45.3438,26.45,70,81,9.33,SO,1646457069
515,Camacha,33.0833,-16.3333,12.68,67,40,5.14,PT,1646457069
516,Altea,38.5989,-0.0514,10.55,74,18,2.74,ES,1646457070
517,Aleksandrov Gay,50.147,48.5704,0.09,100,100,5.74,RU,1646457070
518,Vao,-22.6667,167.4833,26.46,76,16,2.05,NC,1646457071
519,Nicoya,10.1483,-85.452,25.75,71,82,4.6,CR,1646457071
520,Salinópolis,-0.6136,-47.3561,25.17,88,100,3.65,BR,1646456971
521,Keuruu,62.2667,24.7,-13.9,97,97,1.95,FI,1646457072
522,Kingston,17.997,-76.7936,22.91,86,1,0.89,JM,1646456617
523,Ginir,7.1333,40.7,17.64,22,37,0.8,ET,1646457073
524,Aquiraz,-3.9014,-38.3911,27.05,84,96,2.72,BR,1646457073
525,Straumen,63.8709,11.2999,-5.99,84,100,1.85,NO,1646457074
526,Inuvik,68.3499,-133.7218,-18.13,95,6,1.98,CA,1646457075
527,Homer,59.6425,-151.5483,1.83,81,0,1.79,US,1646457075
528,Naberera,-4.2,36.9333,19.09,80,96,2.19,TZ,1646457076
529,Pangnirtung,66.1451,-65.7125,-21.02,81,100,2.09,CA,1646457076
530,Plettenberg Bay,-34.0527,23.3716,17.67,78,0,1.23,ZA,1646457076
531,Deputatsky,69.3,139.9,-23.86,94,100,0.57,RU,1646457077
532,Bereda,43.2686,-7.5406,-0.7,100,51,0.37,ES,1646457077
533,Coahuayana Viejo,18.7333,-103.6833,20.25,85,11,1.63,MX,1646457078
534,Westport,41.1415,-73.3579,-2.97,67,0,0.89,US,1646456928
535,Ust-Nera,64.5667,143.2,-17.88,93,100,2.24,RU,1646457080
536,Guerrero Negro,27.9769,-114.0611,15.23,74,0,7.22,MX,1646457080
537,Palana,59.1167,159.9667,-12.43,90,34,2.8,RU,1646457081
538,Klyuchevskiy,53.5317,119.4519,-8.72,53,72,2.31,RU,1646457083
539,Mujiayingzi,42.1167,118.7833,-2.13,21,0,10.46,CN,1646457084
540,Bonavista,48.6499,-53.1147,-10.49,74,78,10.0,CA,1646457084
541,Sakaiminato,35.55,133.2333,9.14,43,27,12.64,JP,1646456700
542,Bar,49.0772,27.6826,-2.3,91,100,4.04,UA,1646457085
543,Owando,-0.4819,15.8999,21.76,97,93,1.18,CG,1646457086
544,Anshun,26.25,105.9333,10.32,87,100,2.11,CN,1646457087
545,Shebalino,51.2917,85.6772,0.09,67,93,1.82,RU,1646457087
546,Barkhan,29.8977,69.5256,17.43,39,92,3.43,PK,1646457088
547,Broken Hill,-31.95,141.4333,26.68,28,19,9.27,AU,1646457088
548,Gornopravdinsk,60.05,69.9,-15.49,85,99,3.03,RU,1646457089
549,Koboko,3.4136,30.9599,22.71,44,39,0.66,UG,1646457089
550,Freetown,8.484,-13.2299,23.54,80,5,1.29,SL,1646457090
551,Touros,-5.1989,-35.4608,24.5,85,80,3.43,BR,1646457090
552,Rincon,32.296,-81.2354,14.45,89,100,4.63,US,1646457090
553,Yaan,7.3833,8.5667,25.89,72,70,2.92,NG,1646457091
554,Port Pirie,-33.1833,138.0167,23.05,56,66,8.64,AU,1646457091
